Num params:  62437601
cuda 68
Epoch 1880 2024-05-10 05:56:02.425517 | step 000 Loss: 0.05085542052984238 
Epoch 1881 2024-05-10 05:56:28.205914 | step 000 Loss: 0.04972011223435402 
Epoch 1882 2024-05-10 05:56:53.991390 | step 000 Loss: 0.05148646980524063 
Epoch 1883 2024-05-10 05:57:19.772471 | step 000 Loss: 0.05139416083693504 
Epoch 1884 2024-05-10 05:57:45.556983 | step 000 Loss: 0.049545422196388245 
Epoch 1885 2024-05-10 05:58:11.342405 | step 000 Loss: 0.050687115639448166 
Epoch 1886 2024-05-10 05:58:37.132411 | step 000 Loss: 0.04927033931016922 
Epoch 1887 2024-05-10 05:59:02.921017 | step 000 Loss: 0.04953864961862564 
Epoch 1888 2024-05-10 05:59:28.709430 | step 000 Loss: 0.049693625420331955 
Epoch 1889 2024-05-10 05:59:54.492431 | step 000 Loss: 0.05135485529899597 
Epoch 1890 2024-05-10 06:00:20.280388 | step 000 Loss: 0.04985162988305092 
Epoch 1891 2024-05-10 06:00:46.071455 | step 000 Loss: 0.04919305071234703 
Epoch 1892 2024-05-10 06:01:11.859596 | step 000 Loss: 0.04902736842632294 
Epoch 1893 2024-05-10 06:01:37.641346 | step 000 Loss: 0.04925837740302086 
Epoch 1894 2024-05-10 06:02:03.427475 | step 000 Loss: 0.05077365040779114 
Epoch 1895 2024-05-10 06:02:29.218908 | step 000 Loss: 0.049719907343387604 
Epoch 1896 2024-05-10 06:02:55.008936 | step 000 Loss: 0.04936978593468666 
Epoch 1897 2024-05-10 06:03:20.800724 | step 000 Loss: 0.050658613443374634 
Epoch 1898 2024-05-10 06:03:46.585308 | step 000 Loss: 0.049259863793849945 
Epoch 1899 2024-05-10 06:04:12.371567 | step 000 Loss: 0.05054306238889694 
Epoch 1900 2024-05-10 06:04:38.160865 | step 000 Loss: 0.04826054722070694 
Epoch 1901 2024-05-10 06:05:04.207619 | step 000 Loss: 0.05030211806297302 
Epoch 1902 2024-05-10 06:05:29.997793 | step 000 Loss: 0.049952056258916855 
Epoch 1903 2024-05-10 06:05:55.779042 | step 000 Loss: 0.05013663321733475 
Epoch 1904 2024-05-10 06:06:21.562045 | step 000 Loss: 0.05080736428499222 
Epoch 1905 2024-05-10 06:06:47.345199 | step 000 Loss: 0.04987958073616028 
Epoch 1906 2024-05-10 06:07:13.135954 | step 000 Loss: 0.05112388730049133 
Epoch 1907 2024-05-10 06:07:38.925699 | step 000 Loss: 0.04915424436330795 
Epoch 1908 2024-05-10 06:08:04.710730 | step 000 Loss: 0.05069655552506447 
Epoch 1909 2024-05-10 06:08:30.493004 | step 000 Loss: 0.05150124058127403 
Epoch 1910 2024-05-10 06:08:56.280172 | step 000 Loss: 0.04909731075167656 
Epoch 1911 2024-05-10 06:09:22.058742 | step 000 Loss: 0.051669877022504807 
Epoch 1912 2024-05-10 06:09:47.840187 | step 000 Loss: 0.05048640817403793 
Epoch 1913 2024-05-10 06:10:13.627309 | step 000 Loss: 0.04933534935116768 
Epoch 1914 2024-05-10 06:10:39.411628 | step 000 Loss: 0.05041114240884781 
Epoch 1915 2024-05-10 06:11:05.201640 | step 000 Loss: 0.05014140531420708 
Epoch 1916 2024-05-10 06:11:30.991331 | step 000 Loss: 0.05107502266764641 
Epoch 1917 2024-05-10 06:11:56.780795 | step 000 Loss: 0.04877747222781181 
Epoch 1918 2024-05-10 06:12:22.558005 | step 000 Loss: 0.05030660703778267 
Epoch 1919 2024-05-10 06:12:48.344258 | step 000 Loss: 0.04975021257996559 
Epoch 1920 2024-05-10 06:13:14.131120 | step 000 Loss: 0.04965294152498245 
Epoch 1921 2024-05-10 06:13:39.911651 | step 000 Loss: 0.05240693315863609 
Epoch 1922 2024-05-10 06:14:05.689681 | step 000 Loss: 0.05022323131561279 
Epoch 1923 2024-05-10 06:14:31.471436 | step 000 Loss: 0.04938212037086487 
Epoch 1924 2024-05-10 06:14:57.255871 | step 000 Loss: 0.04939200356602669 
Epoch 1925 2024-05-10 06:15:23.040046 | step 000 Loss: 0.04973079636693001 
Epoch 1926 2024-05-10 06:15:48.822695 | step 000 Loss: 0.04969773069024086 
Epoch 1927 2024-05-10 06:16:14.607646 | step 000 Loss: 0.04979689419269562 
Epoch 1928 2024-05-10 06:16:40.394690 | step 000 Loss: 0.048932723701000214 
Epoch 1929 2024-05-10 06:17:06.180910 | step 000 Loss: 0.049724139273166656 
Epoch 1930 2024-05-10 06:17:31.963760 | step 000 Loss: 0.05140203982591629 
Epoch 1931 2024-05-10 06:17:57.750436 | step 000 Loss: 0.05038423091173172 
Epoch 1932 2024-05-10 06:18:23.542118 | step 000 Loss: 0.0506105050444603 
Epoch 1933 2024-05-10 06:18:49.328130 | step 000 Loss: 0.0508086271584034 
Epoch 1934 2024-05-10 06:19:15.111040 | step 000 Loss: 0.050548404455184937 
Epoch 1935 2024-05-10 06:19:40.892058 | step 000 Loss: 0.0492418110370636 
Epoch 1936 2024-05-10 06:20:06.678951 | step 000 Loss: 0.05124703794717789 
Epoch 1937 2024-05-10 06:20:32.465347 | step 000 Loss: 0.04997694492340088 
Epoch 1938 2024-05-10 06:20:58.253349 | step 000 Loss: 0.05214522033929825 
Epoch 1939 2024-05-10 06:21:24.033811 | step 000 Loss: 0.05096660554409027 
Epoch 1940 2024-05-10 06:21:49.820491 | step 000 Loss: 0.05070099979639053 
Epoch 1941 2024-05-10 06:22:15.609865 | step 000 Loss: 0.050122298300266266 
Epoch 1942 2024-05-10 06:22:41.397921 | step 000 Loss: 0.05119772255420685 
Epoch 1943 2024-05-10 06:23:07.185606 | step 000 Loss: 0.050501421093940735 
Epoch 1944 2024-05-10 06:23:32.973343 | step 000 Loss: 0.04955852031707764 
Epoch 1945 2024-05-10 06:23:58.762720 | step 000 Loss: 0.04980601370334625 
Epoch 1946 2024-05-10 06:24:24.550752 | step 000 Loss: 0.049670301377773285 
Epoch 1947 2024-05-10 06:24:50.338619 | step 000 Loss: 0.050377096980810165 
Epoch 1948 2024-05-10 06:25:16.126695 | step 000 Loss: 0.0489007942378521 
Epoch 1949 2024-05-10 06:25:41.912294 | step 000 Loss: 0.048408571630716324 
Epoch 1950 2024-05-10 06:26:07.707415 | step 000 Loss: 0.049432579427957535 
Epoch 1951 2024-05-10 06:26:33.494372 | step 000 Loss: 0.04821987450122833 
Epoch 1952 2024-05-10 06:26:59.279920 | step 000 Loss: 0.051637209951877594 
Epoch 1953 2024-05-10 06:27:25.070078 | step 000 Loss: 0.050735775381326675 
Epoch 1954 2024-05-10 06:27:50.862470 | step 000 Loss: 0.04939878731966019 
Epoch 1955 2024-05-10 06:28:16.646543 | step 000 Loss: 0.049365438520908356 
Epoch 1956 2024-05-10 06:28:42.430085 | step 000 Loss: 0.04971759021282196 
Epoch 1957 2024-05-10 06:29:08.217116 | step 000 Loss: 0.04841061681509018 
Epoch 1958 2024-05-10 06:29:34.005787 | step 000 Loss: 0.0495326891541481 
Epoch 1959 2024-05-10 06:29:59.795677 | step 000 Loss: 0.04888608679175377 
Epoch 1960 2024-05-10 06:30:25.577662 | step 000 Loss: 0.05001650005578995 
Epoch 1961 2024-05-10 06:30:51.363337 | step 000 Loss: 0.04979243129491806 
Epoch 1962 2024-05-10 06:31:17.148750 | step 000 Loss: 0.05057778209447861 
Epoch 1963 2024-05-10 06:31:42.932385 | step 000 Loss: 0.05005890876054764 
Epoch 1964 2024-05-10 06:32:08.715454 | step 000 Loss: 0.05077362433075905 
Epoch 1965 2024-05-10 06:32:34.500332 | step 000 Loss: 0.05006624013185501 
Epoch 1966 2024-05-10 06:33:00.285549 | step 000 Loss: 0.05000252276659012 
Epoch 1967 2024-05-10 06:33:26.077526 | step 000 Loss: 0.04992740601301193 
Epoch 1968 2024-05-10 06:33:51.867633 | step 000 Loss: 0.04975208640098572 
Epoch 1969 2024-05-10 06:34:17.655454 | step 000 Loss: 0.05169367417693138 
Epoch 1970 2024-05-10 06:34:43.446482 | step 000 Loss: 0.05135861411690712 
Epoch 1971 2024-05-10 06:35:09.230099 | step 000 Loss: 0.04930631071329117 
Epoch 1972 2024-05-10 06:35:35.016047 | step 000 Loss: 0.04960101097822189 
Epoch 1973 2024-05-10 06:36:00.804557 | step 000 Loss: 0.05153825506567955 
Epoch 1974 2024-05-10 06:36:26.588896 | step 000 Loss: 0.050528042018413544 
Epoch 1975 2024-05-10 06:36:52.369889 | step 000 Loss: 0.04913254827260971 
Epoch 1976 2024-05-10 06:37:18.152512 | step 000 Loss: 0.04912655055522919 
Epoch 1977 2024-05-10 06:37:43.933832 | step 000 Loss: 0.049239277839660645 
Epoch 1978 2024-05-10 06:38:09.719484 | step 000 Loss: 0.049669522792100906 
Epoch 1979 2024-05-10 06:38:35.504373 | step 000 Loss: 0.04931440204381943 
Epoch 1980 2024-05-10 06:39:01.282158 | step 000 Loss: 0.049512237310409546 
Epoch 1981 2024-05-10 06:39:27.058450 | step 000 Loss: 0.05001980438828468 
Epoch 1982 2024-05-10 06:39:52.837075 | step 000 Loss: 0.05017700791358948 
Epoch 1983 2024-05-10 06:40:18.621604 | step 000 Loss: 0.05177942290902138 
Epoch 1984 2024-05-10 06:40:44.406769 | step 000 Loss: 0.048326414078474045 
Epoch 1985 2024-05-10 06:41:10.188021 | step 000 Loss: 0.04980736970901489 
Epoch 1986 2024-05-10 06:41:35.975878 | step 000 Loss: 0.050015516579151154 
Epoch 1987 2024-05-10 06:42:01.759535 | step 000 Loss: 0.04951321333646774 
Epoch 1988 2024-05-10 06:42:27.544093 | step 000 Loss: 0.049857452511787415 
Epoch 1989 2024-05-10 06:42:53.330840 | step 000 Loss: 0.04890277236700058 
Epoch 1990 2024-05-10 06:43:19.114635 | step 000 Loss: 0.049550142139196396 
Epoch 1991 2024-05-10 06:43:44.897437 | step 000 Loss: 0.049698274582624435 
Epoch 1992 2024-05-10 06:44:10.681499 | step 000 Loss: 0.04865819960832596 
Epoch 1993 2024-05-10 06:44:36.463883 | step 000 Loss: 0.04830707237124443 
Epoch 1994 2024-05-10 06:45:02.253844 | step 000 Loss: 0.04871922358870506 
Epoch 1995 2024-05-10 06:45:28.039917 | step 000 Loss: 0.04861382395029068 
Epoch 1996 2024-05-10 06:45:53.829420 | step 000 Loss: 0.051108360290527344 
Epoch 1997 2024-05-10 06:46:19.618530 | step 000 Loss: 0.05052950233221054 
Epoch 1998 2024-05-10 06:46:45.409848 | step 000 Loss: 0.04856843501329422 
Epoch 1999 2024-05-10 06:47:11.194222 | step 000 Loss: 0.04951616749167442 
Epoch 2000 2024-05-10 06:47:36.986007 | step 000 Loss: 0.04968678951263428 
Epoch 2001 2024-05-10 06:48:03.027860 | step 000 Loss: 0.05107032507658005 
Epoch 2002 2024-05-10 06:48:28.814872 | step 000 Loss: 0.04884292185306549 
Epoch 2003 2024-05-10 06:48:54.601498 | step 000 Loss: 0.049244366586208344 
Epoch 2004 2024-05-10 06:49:20.386329 | step 000 Loss: 0.05375361442565918 
Epoch 2005 2024-05-10 06:49:46.176336 | step 000 Loss: 0.050107456743717194 
Epoch 2006 2024-05-10 06:50:11.966567 | step 000 Loss: 0.04950178414583206 
Epoch 2007 2024-05-10 06:50:37.755604 | step 000 Loss: 0.04900651425123215 
Epoch 2008 2024-05-10 06:51:03.537873 | step 000 Loss: 0.0527343824505806 
Epoch 2009 2024-05-10 06:51:29.324606 | step 000 Loss: 0.04967769980430603 
Epoch 2010 2024-05-10 06:51:55.109068 | step 000 Loss: 0.051797110587358475 
Epoch 2011 2024-05-10 06:52:20.902475 | step 000 Loss: 0.049940451979637146 
Epoch 2012 2024-05-10 06:52:46.693254 | step 000 Loss: 0.04973743110895157 
Epoch 2013 2024-05-10 06:53:12.477724 | step 000 Loss: 0.05087055265903473 
Epoch 2014 2024-05-10 06:53:38.262627 | step 000 Loss: 0.05021943151950836 
Epoch 2015 2024-05-10 06:54:04.049093 | step 000 Loss: 0.04957295209169388 
Epoch 2016 2024-05-10 06:54:29.832877 | step 000 Loss: 0.052180543541908264 
Epoch 2017 2024-05-10 06:54:55.615276 | step 000 Loss: 0.049755919724702835 
Epoch 2018 2024-05-10 06:55:21.399757 | step 000 Loss: 0.051155902445316315 
Epoch 2019 2024-05-10 06:55:47.176704 | step 000 Loss: 0.05004429444670677 
Epoch 2020 2024-05-10 06:56:12.953407 | step 000 Loss: 0.048354633152484894 
Epoch 2021 2024-05-10 06:56:38.733813 | step 000 Loss: 0.048736572265625 
Epoch 2022 2024-05-10 06:57:04.515175 | step 000 Loss: 0.05001537501811981 
Epoch 2023 2024-05-10 06:57:30.294601 | step 000 Loss: 0.04951588064432144 
Epoch 2024 2024-05-10 06:57:56.072575 | step 000 Loss: 0.049681469798088074 
Epoch 2025 2024-05-10 06:58:21.856064 | step 000 Loss: 0.048867449164390564 
Epoch 2026 2024-05-10 06:58:47.637020 | step 000 Loss: 0.04874107241630554 
Epoch 2027 2024-05-10 06:59:13.412121 | step 000 Loss: 0.05101393908262253 
Epoch 2028 2024-05-10 06:59:39.187573 | step 000 Loss: 0.048496633768081665 
Epoch 2029 2024-05-10 07:00:04.965942 | step 000 Loss: 0.047879837453365326 
Epoch 2030 2024-05-10 07:00:30.741480 | step 000 Loss: 0.04993148148059845 
Epoch 2031 2024-05-10 07:00:56.522226 | step 000 Loss: 0.05103304609656334 
Epoch 2032 2024-05-10 07:01:22.298666 | step 000 Loss: 0.04764995723962784 
Epoch 2033 2024-05-10 07:01:48.080042 | step 000 Loss: 0.04911363124847412 
Epoch 2034 2024-05-10 07:02:13.861030 | step 000 Loss: 0.05051436647772789 
Epoch 2035 2024-05-10 07:02:39.646919 | step 000 Loss: 0.05290695279836655 
Epoch 2036 2024-05-10 07:03:05.430710 | step 000 Loss: 0.04838351905345917 
Epoch 2037 2024-05-10 07:03:31.209787 | step 000 Loss: 0.05162900313735008 
Epoch 2038 2024-05-10 07:03:56.992580 | step 000 Loss: 0.0487792044878006 
Epoch 2039 2024-05-10 07:04:22.770639 | step 000 Loss: 0.05062118172645569 
Epoch 2040 2024-05-10 07:04:48.553122 | step 000 Loss: 0.04935813322663307 
Epoch 2041 2024-05-10 07:05:14.338964 | step 000 Loss: 0.049605000764131546 
Epoch 2042 2024-05-10 07:05:40.123798 | step 000 Loss: 0.049330756068229675 
Epoch 2043 2024-05-10 07:06:05.906211 | step 000 Loss: 0.05050940439105034 
Epoch 2044 2024-05-10 07:06:31.687256 | step 000 Loss: 0.049652546644210815 
Epoch 2045 2024-05-10 07:06:57.458113 | step 000 Loss: 0.04898849129676819 
Epoch 2046 2024-05-10 07:07:23.239106 | step 000 Loss: 0.04974523186683655 
Epoch 2047 2024-05-10 07:07:49.020449 | step 000 Loss: 0.048955973237752914 
Epoch 2048 2024-05-10 07:08:14.803331 | step 000 Loss: 0.04914556071162224 
Epoch 2049 2024-05-10 07:08:40.590250 | step 000 Loss: 0.052285484969615936 
Epoch 2050 2024-05-10 07:09:06.370210 | step 000 Loss: 0.050495147705078125 
Epoch 2051 2024-05-10 07:09:32.151133 | step 000 Loss: 0.04997139796614647 
Epoch 2052 2024-05-10 07:09:57.937545 | step 000 Loss: 0.048916883766651154 
Epoch 2053 2024-05-10 07:10:23.718593 | step 000 Loss: 0.04972987622022629 
Epoch 2054 2024-05-10 07:10:49.500618 | step 000 Loss: 0.049611032009124756 
Epoch 2055 2024-05-10 07:11:15.281731 | step 000 Loss: 0.05009083077311516 
Epoch 2056 2024-05-10 07:11:41.064395 | step 000 Loss: 0.05209575593471527 
Epoch 2057 2024-05-10 07:12:06.849422 | step 000 Loss: 0.04921705648303032 
Epoch 2058 2024-05-10 07:12:32.639669 | step 000 Loss: 0.05044788867235184 
Epoch 2059 2024-05-10 07:12:58.420630 | step 000 Loss: 0.0516510009765625 
Epoch 2060 2024-05-10 07:13:24.204724 | step 000 Loss: 0.052359506487846375 
Epoch 2061 2024-05-10 07:13:49.989255 | step 000 Loss: 0.051591627299785614 
Epoch 2062 2024-05-10 07:14:15.768896 | step 000 Loss: 0.048868533223867416 
Epoch 2063 2024-05-10 07:14:41.557841 | step 000 Loss: 0.051194824278354645 
Epoch 2064 2024-05-10 07:15:07.349823 | step 000 Loss: 0.04860933870077133 
Epoch 2065 2024-05-10 07:15:33.140034 | step 000 Loss: 0.048579778522253036 
Epoch 2066 2024-05-10 07:15:58.933523 | step 000 Loss: 0.04976937919855118 
Epoch 2067 2024-05-10 07:16:24.724890 | step 000 Loss: 0.04946836084127426 
Epoch 2068 2024-05-10 07:16:50.511759 | step 000 Loss: 0.04952498897910118 
Epoch 2069 2024-05-10 07:17:16.298272 | step 000 Loss: 0.04996853321790695 
Epoch 2070 2024-05-10 07:17:42.078093 | step 000 Loss: 0.04858922213315964 
Epoch 2071 2024-05-10 07:18:07.860876 | step 000 Loss: 0.049768127501010895 
Epoch 2072 2024-05-10 07:18:33.650869 | step 000 Loss: 0.04959399253129959 
Epoch 2073 2024-05-10 07:18:59.435878 | step 000 Loss: 0.05062104016542435 
Epoch 2074 2024-05-10 07:19:25.225867 | step 000 Loss: 0.04889526963233948 
Epoch 2075 2024-05-10 07:19:51.009452 | step 000 Loss: 0.05004173517227173 
Epoch 2076 2024-05-10 07:20:16.795382 | step 000 Loss: 0.05090702325105667 
Epoch 2077 2024-05-10 07:20:42.582881 | step 000 Loss: 0.04954312741756439 
Epoch 2078 2024-05-10 07:21:08.371947 | step 000 Loss: 0.0490310974419117 
Epoch 2079 2024-05-10 07:21:34.151062 | step 000 Loss: 0.050400201231241226 
Epoch 2080 2024-05-10 07:21:59.987124 | step 000 Loss: 0.047481719404459 
Epoch 2081 2024-05-10 07:22:25.770573 | step 000 Loss: 0.049819257110357285 
Epoch 2082 2024-05-10 07:22:51.551011 | step 000 Loss: 0.051003653556108475 
Epoch 2083 2024-05-10 07:23:17.329963 | step 000 Loss: 0.049512505531311035 
Epoch 2084 2024-05-10 07:23:43.109415 | step 000 Loss: 0.0493374764919281 
Epoch 2085 2024-05-10 07:24:08.896549 | step 000 Loss: 0.0486503541469574 
Epoch 2086 2024-05-10 07:24:34.681033 | step 000 Loss: 0.048652343451976776 
Epoch 2087 2024-05-10 07:25:00.461884 | step 000 Loss: 0.04871157556772232 
Epoch 2088 2024-05-10 07:25:26.248449 | step 000 Loss: 0.0492141991853714 
Epoch 2089 2024-05-10 07:25:52.039051 | step 000 Loss: 0.04867788776755333 
Epoch 2090 2024-05-10 07:26:17.822481 | step 000 Loss: 0.04994522035121918 
Epoch 2091 2024-05-10 07:26:43.608866 | step 000 Loss: 0.04929739236831665 
Epoch 2092 2024-05-10 07:27:09.390901 | step 000 Loss: 0.04836514592170715 
Epoch 2093 2024-05-10 07:27:35.175392 | step 000 Loss: 0.04937317594885826 
Epoch 2094 2024-05-10 07:28:00.953884 | step 000 Loss: 0.049947865307331085 
Epoch 2095 2024-05-10 07:28:26.731804 | step 000 Loss: 0.049899931997060776 
Epoch 2096 2024-05-10 07:28:52.512310 | step 000 Loss: 0.05123322829604149 
Epoch 2097 2024-05-10 07:29:18.287836 | step 000 Loss: 0.048622556030750275 
Epoch 2098 2024-05-10 07:29:44.061649 | step 000 Loss: 0.04889397323131561 
Epoch 2099 2024-05-10 07:30:09.836645 | step 000 Loss: 0.047771941870450974 
Epoch 2100 2024-05-10 07:30:35.613231 | step 000 Loss: 0.05028368905186653 
Epoch 2101 2024-05-10 07:31:01.654580 | step 000 Loss: 0.04869037866592407 
Epoch 2102 2024-05-10 07:31:27.436876 | step 000 Loss: 0.04946516081690788 
Epoch 2103 2024-05-10 07:31:53.216175 | step 000 Loss: 0.05008523166179657 
Epoch 2104 2024-05-10 07:32:19.000506 | step 000 Loss: 0.05080248415470123 
Epoch 2105 2024-05-10 07:32:44.782092 | step 000 Loss: 0.04931030794978142 
Epoch 2106 2024-05-10 07:33:10.563511 | step 000 Loss: 0.05006617680191994 
Epoch 2107 2024-05-10 07:33:36.345902 | step 000 Loss: 0.04789404571056366 
Epoch 2108 2024-05-10 07:34:02.126479 | step 000 Loss: 0.04964643344283104 
Epoch 2109 2024-05-10 07:34:27.909942 | step 000 Loss: 0.050085462629795074 
Epoch 2110 2024-05-10 07:34:53.700406 | step 000 Loss: 0.048068080097436905 
Epoch 2111 2024-05-10 07:35:19.486363 | step 000 Loss: 0.04881712421774864 
Epoch 2112 2024-05-10 07:35:45.272230 | step 000 Loss: 0.04872902110219002 
Epoch 2113 2024-05-10 07:36:11.056280 | step 000 Loss: 0.05002922937273979 
Epoch 2114 2024-05-10 07:36:36.840680 | step 000 Loss: 0.04997469484806061 
Epoch 2115 2024-05-10 07:37:02.623647 | step 000 Loss: 0.04995359107851982 
Epoch 2116 2024-05-10 07:37:28.409564 | step 000 Loss: 0.05013743042945862 
Epoch 2117 2024-05-10 07:37:54.199120 | step 000 Loss: 0.04947192594408989 
Epoch 2118 2024-05-10 07:38:19.985671 | step 000 Loss: 0.04930918663740158 
Epoch 2119 2024-05-10 07:38:45.776610 | step 000 Loss: 0.04907524958252907 
Epoch 2120 2024-05-10 07:39:11.564640 | step 000 Loss: 0.04946132376790047 
Epoch 2121 2024-05-10 07:39:37.349545 | step 000 Loss: 0.05030173808336258 
Epoch 2122 2024-05-10 07:40:03.141431 | step 000 Loss: 0.04873310402035713 
Epoch 2123 2024-05-10 07:40:28.928869 | step 000 Loss: 0.048418402671813965 
Epoch 2124 2024-05-10 07:40:54.719553 | step 000 Loss: 0.052975788712501526 
Epoch 2125 2024-05-10 07:41:20.508648 | step 000 Loss: 0.049881063401699066 
Epoch 2126 2024-05-10 07:41:46.303434 | step 000 Loss: 0.04948015883564949 
Epoch 2127 2024-05-10 07:42:12.098199 | step 000 Loss: 0.04837111011147499 
Epoch 2128 2024-05-10 07:42:37.889518 | step 000 Loss: 0.04802083596587181 
Epoch 2129 2024-05-10 07:43:03.678415 | step 000 Loss: 0.04827449098229408 
Epoch 2130 2024-05-10 07:43:29.469404 | step 000 Loss: 0.047806836664676666 
Epoch 2131 2024-05-10 07:43:55.257816 | step 000 Loss: 0.05014044791460037 
Epoch 2132 2024-05-10 07:44:21.051237 | step 000 Loss: 0.047345444560050964 
Epoch 2133 2024-05-10 07:44:46.840870 | step 000 Loss: 0.0478476956486702 
Epoch 2134 2024-05-10 07:45:12.637200 | step 000 Loss: 0.050103336572647095 
Epoch 2135 2024-05-10 07:45:38.432084 | step 000 Loss: 0.04790381342172623 
Epoch 2136 2024-05-10 07:46:04.219382 | step 000 Loss: 0.04941500723361969 
Epoch 2137 2024-05-10 07:46:30.009474 | step 000 Loss: 0.04936417192220688 
Epoch 2138 2024-05-10 07:46:55.794544 | step 000 Loss: 0.04792194068431854 
Epoch 2139 2024-05-10 07:47:21.581164 | step 000 Loss: 0.050533607602119446 
Epoch 2140 2024-05-10 07:47:47.368510 | step 000 Loss: 0.0492016077041626 
Epoch 2141 2024-05-10 07:48:13.161472 | step 000 Loss: 0.048945602029561996 
Epoch 2142 2024-05-10 07:48:38.958901 | step 000 Loss: 0.048564910888671875 
Epoch 2143 2024-05-10 07:49:04.746479 | step 000 Loss: 0.049355871975421906 
Epoch 2144 2024-05-10 07:49:30.535168 | step 000 Loss: 0.050762638449668884 
Epoch 2145 2024-05-10 07:49:56.316702 | step 000 Loss: 0.04763966426253319 
Epoch 2146 2024-05-10 07:50:22.097455 | step 000 Loss: 0.050733137875795364 
Epoch 2147 2024-05-10 07:50:47.883098 | step 000 Loss: 0.049857791513204575 
Epoch 2148 2024-05-10 07:51:13.661421 | step 000 Loss: 0.049399152398109436 
Epoch 2149 2024-05-10 07:51:39.442852 | step 000 Loss: 0.04869290441274643 
Epoch 2150 2024-05-10 07:52:05.218844 | step 000 Loss: 0.05196153372526169 
Epoch 2151 2024-05-10 07:52:31.005203 | step 000 Loss: 0.04941076412796974 
Epoch 2152 2024-05-10 07:52:56.791481 | step 000 Loss: 0.04985694959759712 
Epoch 2153 2024-05-10 07:53:22.578410 | step 000 Loss: 0.05067729577422142 
Epoch 2154 2024-05-10 07:53:48.370617 | step 000 Loss: 0.04799453914165497 
Epoch 2155 2024-05-10 07:54:14.162358 | step 000 Loss: 0.04900123178958893 
Epoch 2156 2024-05-10 07:54:39.954446 | step 000 Loss: 0.04982851818203926 
Epoch 2157 2024-05-10 07:55:05.747428 | step 000 Loss: 0.047674328088760376 
Epoch 2158 2024-05-10 07:55:31.538940 | step 000 Loss: 0.047660306096076965 
Epoch 2159 2024-05-10 07:55:57.325728 | step 000 Loss: 0.04900948703289032 
Epoch 2160 2024-05-10 07:56:23.110059 | step 000 Loss: 0.049535222351551056 
Epoch 2161 2024-05-10 07:56:48.891971 | step 000 Loss: 0.04773885756731033 
Epoch 2162 2024-05-10 07:57:14.675134 | step 000 Loss: 0.04876279458403587 
Epoch 2163 2024-05-10 07:57:40.462466 | step 000 Loss: 0.04877988249063492 
Epoch 2164 2024-05-10 07:58:06.252464 | step 000 Loss: 0.049886781722307205 
Epoch 2165 2024-05-10 07:58:32.040959 | step 000 Loss: 0.049098625779151917 
Epoch 2166 2024-05-10 07:58:57.833519 | step 000 Loss: 0.0488138422369957 
Epoch 2167 2024-05-10 07:59:23.624261 | step 000 Loss: 0.04938414320349693 
Epoch 2168 2024-05-10 07:59:49.419780 | step 000 Loss: 0.049071453511714935 
Epoch 2169 2024-05-10 08:00:15.224727 | step 000 Loss: 0.04891195148229599 
Epoch 2170 2024-05-10 08:00:41.022110 | step 000 Loss: 0.04878681153059006 
Epoch 2171 2024-05-10 08:01:06.819680 | step 000 Loss: 0.04727528244256973 
Epoch 2172 2024-05-10 08:01:32.611612 | step 000 Loss: 0.04939527437090874 
Epoch 2173 2024-05-10 08:01:58.408388 | step 000 Loss: 0.04731130599975586 
Epoch 2174 2024-05-10 08:02:24.207483 | step 000 Loss: 0.04803261160850525 
Epoch 2175 2024-05-10 08:02:50.015370 | step 000 Loss: 0.050407033413648605 
Epoch 2176 2024-05-10 08:03:15.812474 | step 000 Loss: 0.05026689171791077 
Epoch 2177 2024-05-10 08:03:41.614379 | step 000 Loss: 0.049910768866539 
Epoch 2178 2024-05-10 08:04:07.417829 | step 000 Loss: 0.05023917555809021 
Epoch 2179 2024-05-10 08:04:33.220471 | step 000 Loss: 0.049400001764297485 
Epoch 2180 2024-05-10 08:04:59.021831 | step 000 Loss: 0.048209041357040405 
Epoch 2181 2024-05-10 08:05:24.823299 | step 000 Loss: 0.050285883247852325 
Epoch 2182 2024-05-10 08:05:50.622156 | step 000 Loss: 0.05119237303733826 
Epoch 2183 2024-05-10 08:06:16.418226 | step 000 Loss: 0.04798896610736847 
Epoch 2184 2024-05-10 08:06:42.218723 | step 000 Loss: 0.04831244423985481 
Epoch 2185 2024-05-10 08:07:08.017717 | step 000 Loss: 0.04674511402845383 
Epoch 2186 2024-05-10 08:07:33.814404 | step 000 Loss: 0.048304274678230286 
Epoch 2187 2024-05-10 08:07:59.614139 | step 000 Loss: 0.04809945449233055 
Epoch 2188 2024-05-10 08:08:25.410083 | step 000 Loss: 0.04909101873636246 
Epoch 2189 2024-05-10 08:08:51.207203 | step 000 Loss: 0.04995761066675186 
Epoch 2190 2024-05-10 08:09:17.002105 | step 000 Loss: 0.04757101088762283 
Epoch 2191 2024-05-10 08:09:42.796228 | step 000 Loss: 0.047947827726602554 
Epoch 2192 2024-05-10 08:10:08.594032 | step 000 Loss: 0.048080239444971085 
Epoch 2193 2024-05-10 08:10:34.396077 | step 000 Loss: 0.049267157912254333 
Epoch 2194 2024-05-10 08:11:00.196464 | step 000 Loss: 0.04905479773879051 
Epoch 2195 2024-05-10 08:11:25.988158 | step 000 Loss: 0.047602951526641846 
Epoch 2196 2024-05-10 08:11:51.784204 | step 000 Loss: 0.0489363968372345 
